trader,realized_pnl,unrealized_pnl,net_pnl,tokens_traded
13PJaXju8CA4evJVWF2P3gNr7Mdt7biU4yoVo9kvSrMj,0.0,994.7033747094624,994.7033747094624,1
DSoZ8kSkJs2WG8fqNDvwhX6RU6ZkKWd3vRwMG43jSH1n,80.82004740278416,-1095.401437732045,-1014.5813903292608,1
6wgjmXmTjjZxr2a5nyP1jyG6sCa4M2QjNQzHsKLgYUqh,0.0,-117.70229905078436,-117.70229905078436,1
FJopo5N6jG2mL91rJbfYPcSKR73MWMvwQAcY9RHcar5f,0.0,-128.7882730928593,-128.7882730928593,1
9g4Kq9nPtdFW9LPLGJjS41XhMqqxrpAXHnXzcobstAxU,0.0,-209.97870529231804,-209.97870529231804,1
6UyB5TTJvMkV6L25PdjLdXmSc3LchixugTorVEFm1BQp,0.4537302764744364,-14.41094981720822,-13.957219540733783,1
8DT9Qk9mYPvNwoy9X2cQt8qJnwB1YCTgVPfRYGLBF7Lj,-124.37556933150381,0.0,-124.37556933150381,1
6L8D3vmSKuzf8vB9ZR1LbAgtCioagpu3hg6aUZuYR1vT,-836.6477362938197,-1007.8681799625258,-1844.5159162563455,7
55FxhjfxqxDWxtpHTBsXX81Chedu5SQHMpDxnvpaC2pm,0.0,-430.9354532108893,-430.9354532108893,1
59kvsp4HjmEq98XDRriSZ1qzCBKs6fSuahLnmKmhpDeS,-1064.940995519767,0.0,-1064.940995519767,1
9oJ3FQjuUC6JrUmaDV8aTou88dsRveQz9qEuAESDy4eX,-324.8674717045542,0.0,-324.8674717045542,3
2RE1buCHUYx277tq6HZmDApGKw1v6jsVsWnAUCx2QR8e,0.0,-440.30754176899103,-440.30754176899103,1
5iCMmww4gRqm8d4YjMFSRxe3ix5bqZUwH6U1YebLJzDW,-4.685090390050618,0.0,-4.685090390050618,1
Gn5EzgrnXqSgpEmd9UZd7SQKHLLwKeWtPtdjH9UXbbiY,-11.683240245734453,-2421.4610447729237,-2433.144285018658,4
9Lm9WvxyWoNK5KwQSVvZhUTQHAyVmmJpcaDJcj3LmmyU,-41.109145607302764,-88.67114396450135,-129.78028957180413,1
9Dy8X1EojmYjwZVrgjBkntEhgxPkifsjCNiBgCZXicLe,-83.40115361183018,0.0,-83.40115361183018,1
GPQvsuQKxEvtiDbPkGb95ecPCCikM8iKsNZB7KY9jW3T,0.0,-338.86488724927074,-338.86488724927074,1
Bzp95ios32WnwRRjN3DU1sXuiXoLHSpThRizinrjoPrE,6.483133307750279,-20.365539525141823,-13.882406217391544,1
56E6TCdyogXbfDRgviwxbHvCcTjbQfgEoEQQGGEPWPZc,169.12603309652582,-1047.3195237832556,-878.1934906867298,2
9meg1X8VgSy74wFqhCAaQ52ZEe5wmD2QbRSLbqjbBXgB,0.0,-22.663646490370724,-22.663646490370724,1
CEyxizyLhMQqH2jE5TpJGF4YV4b4mhU1UDszgz5BLG9d,0.0,-221.24569102974974,-221.24569102974974,1
D328FZUxpDszNAhcBjnj6SzyeaR4X2MvqiXJM2q8aGkK,-245.71620499999995,-825.6410693602609,-1071.3572743602608,3
AYRdRB92XfDFdWGphT2AWcHH583i53GP59cEm8CDvmHR,-464.270262,-675.2659474802019,-1139.536209480202,2
4mkcaDanCy6eWu5GSapJZgWGmPxznN4QuaL88wQGXT39,387.3201666857438,-2097.5522815537256,-1710.2321148679819,2
ETaNXUGsLfkqTieArVSgf8nX26eJ3ykmEobqsWnBy9Jw,443.2819587692087,0.0,443.2819587692087,1
7wKfdrSMoRLsXYWreknuFjzam6FnP2v4P3u1CyPY7GRn,0.0,2843.6253906243755,2843.6253906243755,1
4mFeoWs6if6iCDKWjSzbKzAq8UD922nRCg27fFzrX2cN,-8.92592344091136,-23.87253743119165,-32.79846087210301,2
6n3XqkW2hJ2hFKE7qNzQZtwcZ2Ror72swXWFuH7EwExy,29.33191394433156,0.0,29.33191394433156,3
EXVeKgYPZZb2RpAjQEVyJfrHMaAdp3vKG3eDzdL4cP5i,0.0,-411.1121464587977,-411.1121464587977,1
FsvzziL7iBaz6DE5jYoiq1AWzr9oRKUx5XqiCQhpPM3,-98.18840554458882,-2954.2700396012515,-3052.4584451458404,1
2TWFrAxAEFNKK4UcubT7JksdAbN5xjTQGTcGLdCVQLEr,0.0,-194.68447806016115,-194.68447806016115,1
9iEN63kzVbx4r7TS3EQuMg92SQ2QmSeTjJEh22dYKBQz,0.0,-180.069049324675,-180.069049324675,1
FYBH7w3sLLLxmjYrbYnH9qXvSrpebfy4pGKB187pko8P,0.0,-295.0521869528272,-295.0521869528272,2
5YuGCfTqf1FyH1xvBxT191NjdfWuMw1VD6jLWXyTvTPk,70.91410023308185,-416.10859672392064,-345.1944964908388,3
G8y9T9VBshVRRrgXrC9fiJ6JpVNYjxE2oZaXxVWFcfps,0.0,-509.96310642661837,-509.96310642661837,2
DjRtauseNtvptLq77bNwn6QYXbzMGgozzmBZU2aEKSJB,0.0,-27.31315007019259,-27.31315007019259,2
2nLyZyN3BRUaDL6PTvYy9RD1N5FrUnWUhwxQxJRypBEi,0.0,-253.22872492618717,-253.22872492618717,1
A39wutUPu36T1ge2ERBuUUQwAK4bpFyZi3V1HUYP1NVp,-33.83927077855702,0.0,-33.83927077855702,1
HCcrft4qLw7nNQieqvH5wShD8x8F3WEVM7qmuMxgFAKd,0.0,-301.10237677023883,-301.10237677023883,1
45PrpFdXTNwQYW61ehve1Paqczd1N5oVLt7AL8kdwWz4,-1.5404192946524162,-4.236643957904862,-5.777063252557278,1
7aZBSBXdHoSnTdfTWNJj1m9gQ8esKNXJSobzFKBiEDsj,266.0348032021586,-1150.557864890546,-884.5230616883873,1
5XAK4bsmTnnnSW6CMFH4MBVeCtWBvYyng2KFqL7uPGwN,-669.8998610103888,-143.96428522383698,-813.8641462342258,2
5zED79eHna7Ke9y3YMBbBewd2Gv11jw61yLQvSZ8uHXD,-2.0141245452985412,-47.06793625504424,-49.08206080034278,1
CLdmTRgPQogJtab1XzGQ2ThQ8cEKr93jRUVJSiAT4PvX,3.5938135643422555,-151.81530636052557,-148.22149279618333,1
8gKSDLJcXKq1N7QHuZaNbx9pjwREdC8mrBCbxZH2Hfyq,-29.792688017514052,-20.203833629988672,-49.996521647502725,1
AfJBRa6GHBhEUMhxziHFTZazz3jKvTTdxk39PAJHUV2x,215.9509814048991,-1266.1909778373606,-1050.2399964324616,1
AhghBpMnr91VSC2ToS3NUmcA7GKzY4hET6FsPkb2WrCH,0.0,-178.98648876936969,-178.98648876936969,1
GJrGKXhoVSyp7CjtELZGBLE2PqHfxoxvrXo5vuAZEtqx,0.0,-200.89912638079772,-200.89912638079772,1
DrVPYxVeEtnVfAqvJHRxeowQvGvfLuXF5vhUgGkMM19F,-91.89100398875375,-122.56739131215805,-214.4583953009118,2
7hvJkAsyAYuKsbLaFDR7bM7pmtMba1hqa3f6AaNbbvwF,-2633.0673651312136,-3155.8337085488183,-5788.901073680032,3
2rWuGujGnTHN7xgFoM6bKHm3axixQZP2XSHC7Vozj5GM,17.339577054477516,-131.3432605898549,-114.00368353537739,1
6ojHkJJP5YAe4eiJLaR3cncNb4bpv9zudbW1SbrXf2Lt,0.0,-217.71880793631004,-217.71880793631004,1
D7mNtSvd5mEGkdm1aN1gR3vCjggFBTnMezDojDH5ER4C,-255.2813498875798,260.78926134650857,5.50791145892876,4
BSZoiRQ9y862SYyDp8tZusUC7ePePdiMQ66gTwkPJu4N,0.0,-143.7305545288629,-143.7305545288629,1
9vQxNTyTDUR8MmYoeXm1xK2F7xR7qpCfA26dp3yuNrFv,0.0,-142.18407106594918,-142.18407106594918,1
AxgUXkQzBjX4uKBBnzioMMraxj8EUR5G6mHpKFGDvwF1,0.0,-104.43705049257306,-104.43705049257306,1
8WcVybRKETzcKqv5UJw1QW8rwH2U4GNyLpyzVUiAm15w,0.0,-314.648271795038,-314.648271795038,2
5YYe6guLCW1jcRnDH5wkEPm1VbL6DHcMnmaWZKQyev8z,0.0,-156.53861305195517,-156.53861305195517,1
2UGeVzEFx8mfDs6x8ihxHxQr8Jd2trueNBb6mtPyMWGP,0.0,-303.38642332879124,-303.38642332879124,2
5ppti6cycCzfM4o5jGFz4MvkwT6SSnzSVTxXXfbqoB1g,-133.91065238935022,-200.95995912274043,-334.87061151209065,2
FdmfVJTV99JQrPa4ckjTu9MfaVxhbC8rPNjmeJFujCZJ,-5.917972814028161,0.0,-5.917972814028161,1
CVdbkPMamb9p9VuPXMp78QuUwE1iArEJ4J6DQwzk6SPc,0.0,-195.26115436132596,-195.26115436132596,1
F7Ubop54uW3tWQxdAc7KNzeZrpMumSWB1iWZ1xkYPXUC,0.0,-346.03060476887794,-346.03060476887794,1
EjmAXsKkXA2qUtQVGhDd4B3i17MhEVnScSUW1d3vA2i4,-202.45319158364742,0.0,-202.45319158364742,1
GAhY8DaecSmVCjhY3HDzCDcPm5SvXu1V8k4Tr4Fg4snk,-63.7006600155905,-496.8133418594025,-560.514001874993,2
9TbkpHKtJVWMn138Fe78saKFw7oDAfqXQdqTy8LyjTox,-3.009570016992484,-187.62853248220736,-190.63810249919985,1
7ygJs7AjhKdYUBLchsp4uNwSCrdbxvVkQSH6vCKHsyyf,0.0,-250.0,-250.0,1
7sTqidJBWb9sxX49igFWp5zdZeiRAWGviMvRHySeVdmm,0.0,-199.33436654033198,-199.33436654033198,1
EhZq1nuZYcHSG2qVALNPrpHx1kD6TCrR2zSA2k6EBm7P,255.5253202134569,-876.1483689837672,-620.6230487703103,3
FzF3GEtGtKDDLrcG3q2QFUH8YgZ8ACLgESB52ACydGWo,-51.47280034158831,-421.19481289243765,-472.66761323402596,2
EgKrqPJas88bnnmwGHYCQjDYGDQyvDrX94bM3FrNvD1m,0.0,-73.02525759411765,-73.02525759411765,1
5fT5fPWXmNAMbSh737yW4PDCCvTvSpaH4otX1amUz558,496.02842915297356,-145.97145885554835,350.0569702974252,1
7km22EViEQdZvgGryLF9ExorLdAQR6CQNQoxeiB22cJg,-87.90342079151543,-1035.2304219006355,-1123.133842692151,5
CZN6HBoWGDGFUCezFXAdcuyfXc9Ujp32apzQx5kwHWZi,0.0,-121.8461249467771,-121.8461249467771,1
Ex6vCMFCopd7L4FciRH49bmMzPZJadDPMJGrECJyWvtJ,222.3870227983679,-115.92138000359319,106.46564279477471,1
6gP4jQiFhNPfXjJ85VkiNjzFrxxwcggY6tUD8qSvUF51,0.0,-23.49555616216867,-23.49555616216867,1
7G5K9iFbkH5g2mmmy7ykDhKqVqGb9Yk2U6ygg5YCK8ZY,0.0,-32.739777436009405,-32.739777436009405,1
BZieSocJoXSD5Rcn16YwiEX42KGaTsN7Z9hqHTE1oGMd,0.0,-836.3469014302154,-836.3469014302154,2
FAmkApKRb1RaDGTDE1pDWD9ezrF5MmLAoF9hguUqZPwq,0.0,-447.0779803858477,-447.0779803858477,2
AVveVFmR5nU8UC9nECP5AR8hjMjXVwWVNVV2BV7v9eb9,0.0,-210.12408018535444,-210.12408018535444,1
6622j1wGcP4tcmABbP1VZMRkCSUUphRPr4AFAQE1qm7s,0.0,-474.2849470264039,-474.2849470264039,1
3yWU7AngeBqQ4rBhaZT9w453Jp4oQs8GEtiE7QSzmsp4,-107.70081945346347,-206.31362032717212,-314.0144397806356,1
HNPsPeDXAPN5keviUiJjzpGfATPNZb5PKpxtg1ex6kLp,-28.997277428021363,0.0,-28.997277428021363,1
AuzAv5B2g3MkYVTuQCR2a4fGzPhWfUPGp5Nb692kA9Bm,0.0,-1068.4941309831916,-1068.4941309831916,1
5oNbbqoHKNt4hm13AAqmwD8ksnQ1818Qdma6p7Pxwuz2,-110.91496453785044,46.62267375899299,-64.29229077885745,1
2gQXP2yuLqHu6pppPEmwAYf5VbHynPLZ5uuP713ugNDN,-170.53842958792666,0.0,-170.53842958792666,1
HuZ32FrGbjayKUhssLjKnvMXaB9KW8fPWc1DADbcCR4i,0.0,39.05614485480078,39.05614485480078,1
2wdNFmCgw5xDnQ7K3Y52zxGRkzqbqYt4Qptw9PXR6iVi,0.0,-218.2366815043602,-218.2366815043602,1
Bk9p6hnVZFRtoi5yqU4eVRJYAd8eqKqbPysbjYjWFpkQ,0.0,1678.6535527750361,1678.6535527750361,1
USJeVU283cqcA2mpeF6LNUUaAXFWNJ2XCeXuW15GesU,189.57183479419444,344.583847643282,534.1556824374765,2
HhAHGqHcJvKPNq5Hk52hvEhoqnjScTYwq77sasgBJX3t,0.0,-224.69959309857168,-224.69959309857168,1
6g82HCBhGQ8C8N1bRojKYCLAVDLR88akQbrUSqnirToR,397.81101540570853,-80.50940336817916,317.30161203752937,1
DCNrVuucFDu82XCgAkE8yQCa8yVutP3DkpReCM6KoSmY,0.0,85.26804078249597,85.26804078249597,1
DvXvn6KfxKFBGkF13WgisE65i1Ph167dmHuRojdr4RvH,301.2691327100415,1.1019396167633317,302.37107232680484,1
5JTSpsUXNbC35zdQVp29EwCMUhsmRhnsfsRdNKKocY85,0.0,-57.996369344086,-57.996369344086,1
7E66TW7i2Z6XM2Poxj5axRfwWGeNe7DCALMuEcSAg8cy,0.0,-33.26368233254149,-33.26368233254149,1
8rZeEdcCGe2RDN42BixFrrVJnkbnC44ASX8Tsyy4oWBE,-3.3595331508885984,-3.4169118199007835,-6.776444970789382,1
DqQ37zwtdfdFpCeZRb98V9SceXaTsHXjGdZFY8v2rVHM,0.0,-474.75939843074883,-474.75939843074883,2
AgDLK5Hp1cvzQcV2uCrBLGuQnAbK4LHPM6DWQTbzbZvk,47.83800252616982,0.0,47.83800252616982,1
9VBX5nix9DTqy2YrkSLWj7QYz6SDMSZb3KqtAf4t3o52,0.0,-1323.2237385028627,-1323.2237385028627,1
HPC53Zzz8bfDGwxBQD3SLk1sPoptYDcxJqBrNEyKAmNx,0.0,-354.32536312322327,-354.32536312322327,1
Cr2Yzx4LtA6vvFKU4EMBzZV8WgmoUqBvFvxLfk9Vo6Rw,1.8957298694139428,-97.16033170095743,-95.26460183154349,1
8FGQMcc4fZ6dmHoiprAwBJ9ph8Pa23ht84uLpsXpm3aT,-32.946899970224024,-434.8827094539122,-467.8296094241362,1
9bB5jYTo5kGeEfE4DbhS2fRDU2UtTvK8qbfx1t4e268,0.0,-275.0729500685763,-275.0729500685763,1
38eWZr8kYAPyc9GDjvyHP9BLbgWykbKgSUup4w2UcnRe,0.0,-224.33052954386807,-224.33052954386807,1
6kiUDciVfGKbs65jN24v8ScW1e77cBDfvxdTZjKAiqy9,18.302087242728977,-116.32708011316481,-98.02499287043584,1
GBBXTaotQx6TsGa2jJVndooLRaUsYMZTW7zmn3x34nU6,0.0,-290.00192322834334,-290.00192322834334,2
C9KeoEf3zs9a1Jh3JGwkdK3fQmzptkhcrvPS8F44KLEW,-8.372329392572357,-136.65699842061906,-145.02932781319143,2
CMdQBK9PN23nS4QNRSNGoqNRxDu5SZw9WDM6GUu6B4br,210.63252275230332,0.0,210.63252275230332,1
6AwDf4h51kurxjToZ7ADaiWnAKDizHyvqf6PRxH3eGi2,0.0,-198.2394565710077,-198.2394565710077,1
GsjPavwF2eWUUq7dqgokboHeAuZkfEcgkZZQ7gajmyxM,-267.84352721819465,-925.5716945109004,-1193.415221729095,1
CGkap1B7VZC3BCtdCe8sVBozDBFVX8oVK9pbrcxaF5z,137.01108919449354,0.0,137.01108919449354,1
HEYS4CjYDxqNn1eNfjnT1ZkUXfBuFKfgf85UnjsDoPpD,-20.37607406675835,0.0,-20.37607406675835,1
Gj8NvkK9gw9HoLMDVwR49NjXec748J1RiMob521YMnNT,3.491155723710733,-22.75295079036001,-19.261795066649277,1
4DTFHCWPerWSX9WtdnMyKdSyeSdVihaCZgLk4uBW1Jcg,0.0,5424.518837942278,5424.518837942278,2
G4EU2rPW7izPQZh6z4zZAtuL4NBnQ451j69dYNJmQyhc,-85.69084775431295,-47.64123807979678,-133.33208583410973,5
6ZwHRiEjwnhUzBQR2TFqpSKH2daNDaSh1mRA5scnpNSz,0.0,11.468857721027888,11.468857721027888,1
DPEU59arYiaD44DT82sY98kPZLAU2PtGyr9tvkfcn6Aq,-56.58213191823188,-321.3554557906199,-377.93758770885177,2
8Md4VzujdBi8atAtoEXw4xemuktAWEvCXQfwa4AvxmhE,-24.625272406555666,-867.302652467865,-891.9279248744206,4
E6ADCP8RUFa1Rj6rBFL88TzgKeXNFoXJzmG6FUxnNBfs,0.0,-497.3237931986764,-497.3237931986764,1
7Bc4en5jUsU4xxa346orwnXsgXSsiGQat4JhqK4QVy4,0.0,-516.8429141458353,-516.8429141458353,1
Y6viqBrfCzjbbVmrP7nqyndDEev7zsYGGjRJwcMUruL,42.50535524617571,-124.94804329141341,-82.4426880452377,1
5CmJKbnXuW5Vp6N7dsspjMqUpvvTPxcpMWqJ5bsNXfnX,55.36893346836118,-772.1323022111605,-716.7633687427993,3
p3w4MhXREYnQw9QqnGa7KBKxNmSHuT4wcA9fWk4WqW1,0.0,-288.926149288191,-288.926149288191,1
FXanC6rAcdMHAFQpSbQNpmKH728c6eyhKXzBPHAS8WMn,0.0,-169.82418853394918,-169.82418853394918,1
GQ3hYZ8g2BgFQ7EBwFgjs2TTsLVpjeJoBd3QC9vsgUQJ,11.60954700000002,-860.2808463531579,-848.6712993531579,5
C6dhV8Za7QDwZ68isqxYExTjWqhZnJ8TxVsScB2V1cJs,0.0,3916.3779509121678,3916.3779509121678,1
Dnr97TKRJYrCFqkjwuDQxbuVRJUw7ATbBYHkkVfXU2zy,0.0,-472.14334727062186,-472.14334727062186,1
DJXEeCij3b1VqXWMGS45kLT5gYGJr5fkvANxZJ1S9Jqy,-1.4303409999999985,-120.29368079024385,-121.72402179024385,2
84FAQUwYdsnvmvWXhVA4Dsx72trTWw4TJ14zQTWRPYPn,0.0,-172.98444502910635,-172.98444502910635,1
7iUsoVfp4DpjnJV2wUzJoL9GrL6knQMJpx4hYkRjaMwk,0.0,-852.5098630815493,-852.5098630815493,3
6QSFcKaqBqUWLqQN8PDEo7ngV4fkSJSTzm22CMgmxhWC,55.718691140319635,0.0,55.718691140319635,1
FgnvyFzMBDYS1w1rTdQ6XakbSkYRc14bfyG7f5UgDDWj,10.297827358176903,118.0060432118417,128.3038705700186,2
4wB7He3ky8ZEGTbSD8DCEZfWcvS1MVPRZs77WWTr2bVL,-29.77760929561869,-0.6249015448744812,-30.40251084049317,1
GEcYNzd3cimwt1ZgkHjAinfXp95sY5NUmeXMZUYczZjU,0.0,-99.0159571425358,-99.0159571425358,1
uwXetm2PmawEXZR8uxjfcSLV55De1eR7YbeBi9QxiaS,0.0,-208.77691904293266,-208.77691904293266,1
BPqmJa9A9heNSmPi53LwUAeYzbyJ51HusBGBfn3KGBMe,17.460805122409994,0.0,17.460805122409994,1
7UG4QwyNKEbdwQunx41b2e2g4GRy1EWnz1QZuoQNxZyn,0.0,-8.21424108593476,-8.21424108593476,1
574V6sAZBygFBM7Y4NPxAkw22XjqL7PbkkqHmWKwEErA,0.0,-486.5842001936942,-486.5842001936942,1
GPGiSQq8zB85RKTCWsWfQqvDgnJQAeNtbNZTbMmeaxcm,0.0,-117.83067274334573,-117.83067274334573,1
7YVWKTDWrvRx1ePv2zYTSD1cMQD6Tkv4BgTuq5KaEZ3m,-86.8886139763361,-959.4566479261545,-1046.3452619024906,1
BwHFa2tre3s6krZzsdmxMT75381uRYc4tDq3Ghu4e8AL,308.62211536999865,-347.1482157672571,-38.52610039725846,3
7HxbKH4XzTjxAc85AJ49uAuaAkjfh3qUHHXqyFZh8mw,0.0,-228.96432683370358,-228.96432683370358,1
7wAiQYyCP6uYHZs1pXc1S7qA2gBEVPcTvspsmAMACDEJ,0.0,-568.8687866888207,-568.8687866888207,2
FX4WCipZ9ZaPihCpm9oJaeFzf9zNTBqK1YZpNteAg9a5,-2.4866532120910154,-110.31982540053733,-112.80647861262834,2
6U4TBh3aJgiJ5EqCDEua4rP75HsqcfHapMKhhyuTqGuo,2.9910712752925193,5.920298915048733,8.911370190341252,1
ApqLfBhANeeHnrm4iqPM2Zrsn5ZQ7prUqhmn1vtEBQGC,0.0,-162.36720140004712,-162.36720140004712,1
2GkfjVwiue25SiTM6gSJx1sU7Ghf84xgCGydCPNLvkrh,-0.2219606155109375,0.0,-0.2219606155109375,1
sYerKCMpdiRpRZ5jJiwPYc3oXSqrs1Z4d4BiS9n1Nue,0.0,-3.9647940058632685,-3.9647940058632685,1
9cZL33zhVj7JQtWSgvg54gU3HvyQiatgg5xMNpoEgfzM,0.0,-241.33009095223275,-241.33009095223275,1
vWJe8oMRcgh3FWiEa6efn77G7Ah56mBRbPoZXsDQSMK,-1868.5123583158327,-3315.0211591057314,-5183.533517421564,3
CShav8pynfPr8vWgRQWFPDWstUStYsLZkn9ZqouK9N7n,0.0,-36.94904905143309,-36.94904905143309,1
87ntbrnBKbp1uML8SkMf9sWRZZbBWvbHa352QVLAhzfZ,0.0,-669.6357928938633,-669.6357928938633,3
8rEax8NFKEPscqyFiV2VecFH7uWna11h9vQB2VzSMzYR,-3.6599640308410386,-0.011360740510594457,-3.671324771351633,1
XEdF7B6cmMWSmzbDUaJUQBePAYkY8GRFthWnywAoAvn,342.7576044023825,-4310.706700223286,-3967.9490958209035,6
FbTvJLHooSfpAp4sb4PQCGFRd2VWzHjeApMUzit8vzKx,82.38140540667791,-1611.9858921979521,-1529.6044867912742,5
D9dTwfYfWiNnK4sFckvN55f4VmjYxKK7idX4TN5bHdM7,0.0,-246.91168170823317,-246.91168170823317,1
E6qMnY3d6928t3vdPee4gn8etrfKoSz3WsgSMQabQepD,332.2544692754973,-6.7751488930044435,325.47932038249286,1
GXXJeoSUo9g9G5vpNPytkKKbMSCyDb3eRgUaz6BMQo5z,0.0,-187.23108745680267,-187.23108745680267,1
Bq1MPfDVTY9Eg8Dx18FZySAfspVaXSohwxcEyo1FKpd9,-15.054303363790641,-22.69606619908973,-37.75036956288037,1
BzeC2tzqzC5qGouTM9ut5JTgnF4E4rfHm3f2M15qhpB3,140.2044094518445,-73.30289815175352,66.90151130009097,1
BTT2UBgnxepeVGJ4DJbx2yqBbtnpjLtWakLekZs5NwQE,0.0,-1536.699612805156,-1536.699612805156,4
966N6Lw6MYZNRZN25UsSEwQdxyxnFzBGowHWHM21Pwfu,-34.64561889702613,-72.01363723971622,-106.65925613674236,1
4v8Wjpfx5AcZeiUWHf6J8GBiTEjUu29iWcK51RedpHdF,0.0,-7.122208902611646,-7.122208902611646,1
7m4ZMHWCaNqWZRYWPMPu7Rse53Q6MNk3Jj3NWs24duYT,60.87962782822086,-2384.34935227835,-2323.4697244501294,2
8Cxwt9dkuESnu1RxqEsYcXhh7JmrZdfGV3Fuf8B1E6kG,1232.2429994087481,6589.163186685079,7821.406186093827,3
7MZMTAvUTeYYHxqBMvRUKJRSgMV2oo1uZtDmQ9T5zbu,0.0,-386.5221203377688,-386.5221203377688,1
6YSyZTmCDch6iN4PeDQ569yc9EjiZEPx7BAsm3R1GMdf,-20.788325921160975,-135.70626150940993,-156.4945874305709,1
AUiw6fDNPNWNWha7xPue2pypgCE9Zai52j4heetd6miq,0.0,205.58463737905936,205.58463737905936,1
2PsZeDp2mfHQky9fWyZ6kYmyRWzF99i5a8LH9F9RVh6s,0.0,-414.75851754841165,-414.75851754841165,2
HLs6kHXaYPF3dSQUpJZzcftXpKR3trGXT3qTUXxTDhqk,163.86562988323055,-38.11631038361532,125.74931949961524,1
AuSwwDBTTfsndGYYXyUF5syvXt1Vsi7sYPaiwQ3nsca8,0.0,272.86184812408607,272.86184812408607,2
7vWWLGTeVbGZSth4cQHe4tCTr4bytYaLnKSNVREUoHRo,59.4034985671756,0.0,59.4034985671756,1
8qqb8KrzAzhP6fBGkCqWfdBo8dMSAuDfUXiMTCfyvLh,0.0,-130.6500380441197,-130.6500380441197,1
G8EeF71HMkXQcuGkTSdnQGgTReAiZtRZgavZnBMB8aEX,2.844358821470114,-0.24666838320491452,2.5976904382651993,1
3dBQs7QwNND5qH9aTdwSNrYuhMimU1wUB3jW7b3FNUpL,0.0,-100.2012895245881,-100.2012895245881,1
BMaPqQ5tdeKCjcHfVsf2A18kfrGj1WB6KgbBkrg8UF8K,0.0,19.969549945810172,19.969549945810172,1
wTK9VLFiuuHJBiR5a3NdjkJ3BkdTQanhZ45GPiajbBq,0.0,-124.15248807414747,-124.15248807414747,1
HnyPaNf3icCJBwNPMUBPacL84ythQsMnBXMPV4bq2MyH,0.0,-1398.7843205113961,-1398.7843205113961,5
A4zMyamhJyHABab2Pvz5draBW42kqFy9Pxi5jQ4gGkmq,-138.41052122066446,0.0,-138.41052122066446,1
8fXVS831gAKs1iHkQATsUeVTsgdaD2mNLi1VAof5CnYS,0.0,-1911.7561138664987,-1911.7561138664987,3
3x5JfojAYd1Wx6CHxHA63uXBEtuiPVyVeG9A2rp2zfVA,0.0,-185.1424843748564,-185.1424843748564,1
28AMLVEbRMXTYojYnxojqFAUf3qnMpLnKfxPLv7hyxHB,-54.64752597340333,-353.72761629448377,-408.3751422678871,1
Gg6zbHuVWNj8QMmLiZ961cNbEVqsUVNSAaB8DQZVKPkB,-14.498392624383385,-2.8650907782971684,-17.363483402680554,2
GK5H7iQA7KyVAxeyN1yiPtTMRz6LEqMWb7QRNV42WQur,0.0,-99.65403951612204,-99.65403951612204,1
57AXzSH4sZjX1Drn6ma4BrVBAYKSgMFzRhfT1zNy42uX,0.0,-474.58373765888325,-474.58373765888325,2
DvbtAv7WmnDLVuMjcuE2wvNVpjSqdPHHjMkykE7rtgyc,0.0,-673.4063646350525,-673.4063646350525,1
AWjnecoTjP6oPxMd1PpJ74oMpC9fWmJLSGx99iNfQVZn,0.0,-200.0,-200.0,1
DGV71LqKodfHS8QPJhrdJCvaC1Cj8rKEFCc3evVhVGWi,0.0,-37.42681557144908,-37.42681557144908,1
AqviniHo4vuz9fHu5gsNTnTJg1UncVRCn7qDMNi6gddC,0.0,-134.19415754951953,-134.19415754951953,1
3nA781cMCZxNKcaixbxKDE7dxs712XmotseHFKmLE9f9,4.777475216272961,0.0,4.777475216272961,1
CT8LuB9zZUKEtTSDUPAGp6i1e15buuueCjU6zokqkFWj,8.768945042526635,-5.343880801829491,3.425064240697144,1
GhKmyoYv6BjEPP7bYVEsYNowc9RpuTFLT7KG7Rtn76Ah,-87.12590643383061,-61.44504929465493,-148.57095572848553,1
5CeHA3W1gef34XguhKfTSGwiWXgfKZVkqcEDkMyGm6qV,-324.0921750499999,-4.07982025027452,-328.17199530027443,2
Hn38hoMd6R9zDmi181ZLhsWuKuEJYZSjsvcbzYV6jY9v,0.0,-51.21552104095348,-51.21552104095348,1
GVHmFwXZko8mG94dtdF5qvWYkTDjZ1VCtfQNskdK3nF1,-507.54715191301625,-137.17424898138864,-644.721400894405,3
CaFoysi6t1CtvMu9jRjRkq2x9aGYtk7YnsMbu12m1q19,0.0,-204.87971999296178,-204.87971999296178,1
7tacpAazqxcrxB4FvkEGaRPtZDzuqmLeFV2HqUiEwJNL,0.0,-533.9519773086574,-533.9519773086574,2
8EqCgyBJAjkoNW1YtLar6zKuT2VV2Fa8vqTnKiAoFL4u,0.0,-190.0005543843864,-190.0005543843864,1
FVsQikcRUwZWYUmYFdvPvGN188ys5XJV3hiBSffez6Gx,0.0,-134.61492133402078,-134.61492133402078,1
BNtkuMFMknQH9GxHM9vyR68eyg73TTD4gBqrS9yzNUNV,0.0,-1867.1690972970187,-1867.1690972970187,1
4PfhJpu3s64eXnVwkTp8TReQjoSqPMpzY7Zi6kfYuDoR,23.863748788424104,-129.40257967058875,-105.53883088216465,1
3JCSbtaVNrbG5Qp1G5YgQWhwnraXjDuddVvHMhxYZhBY,0.0,-188.53539222261847,-188.53539222261847,1
4JpwTZtUg8xA3wjdYStReRtCQ8L5zW3S43k8gabs85vN,0.0,-410.965033988432,-410.965033988432,2
